crash_date,dotw,weekend,year,quarter,light_desc,county_desc,county_no,junction_desc,collision_type_desc,surf_cond_desc,rd_cond_desc,rd_div_desc,fix_obj_desc,report_no,acc_date,acc_time,signal_flag_desc,signal_flag,c_m_zone_flag,harm_event_code1,harm_event_desc2,harm_event_code2,rte_no,log_mile,logmile_dir_flag_desc,logmile_dir_flag,mainroad_name,distance,feet_miles_flag,distance_dir_flag,reference_no,reference_road_name,latitude,longitude,geocoded_column_type,geocoded_column_coordinates,report_type,weather_desc,feet_miles_flag_desc,reference_suffix,ped_injury,fatal_injury,harm_event_desc1,crash_datetime
2019-05-10,Fri,N,2019,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Light Support Pole,ADH700000T,20190510,15:59:00,No,N,N,1,Fixed Object,9,NA,0,NA,NA,ORLEANS,5,F,E,NA,COLLINGTON,39.2942019142942,-76.5863683278878,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2019-05-10T15:59:00Z
2017-08-21,Mon,N,2017,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ2940023,20170821,08:57:00,No,N,N,1,Not Applicable,0,40,6.6,East,E,ORLEANS ST,200,F,W,1087,N WASHINGTON ST,39.2953424962266,-76.5897166728973,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-08-21T08:57:00Z
2018-06-27,Wed,N,2018,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ780002B,20180627,17:40:00,Yes,Y,N,1,Not Applicable,0,1410,1.214,South,S,N PATTERSON PARK AVE,0,F,S,0,JEFFERSON ST,39.2966128371398,-76.5849959850311,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-06-27T17:40:00Z
2017-05-22,Mon,N,2017,Q2,Daylight,Baltimore City,24,Not Applicable,Same Direction Right Turn,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ818000J,20170522,19:30:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,ORLEANS STREET,100,F,S,NA,WOLFE STREET,39.2953580642695,-76.5907251834869,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-05-22T19:30:00Z
2017-05-26,Fri,N,2017,Q2,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Right Turn,Dry,No Defects,One-way Trafficway,Not Applicable,ADH509001J,20170526,22:30:00,No,N,N,1,Other Vehicle,1,1085,0.48,North,N,S WASHINGTON ST,100,F,N,1390,E LOMBARD ST,39.2900533127773,-76.5890622138977,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-05-26T22:30:00Z
2018-03-17,Sat,Y,2018,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Opposite Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ838001C,20180317,23:13:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,S CHESTER,20,F,E,NA,E BALTIMORE ST,39.2917918541637,-76.5872557461262,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-03-17T23:13:00Z
2017-10-11,Wed,N,2017,Q4,Dark No Lights,Baltimore City,24,Intersection,Same Direction Rear End,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADJ8620009,20171011,20:45:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2500 ORLEANS,0,F,N,NA,400 N PATERSON PARK,39.2954670404725,-76.5850818157196,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-10-11T20:45:00Z
2015-05-05,Tue,N,2015,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ5950009,20150505,13:11:00,No,N,U,1,Other Vehicle,1,40,6.7,East,E,ORLEANS ST,100,F,E,NA,N CHESTER ST,39.2953175873509,-76.5879034996033,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-05-05T13:11:00Z
2018-02-21,Wed,N,2018,Q1,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ8130019,20180221,09:15:00,No,N,N,1,Not Applicable,0,1680,0.905,West,W,E FAYETTE ST,0,F,E,0,N COLLINGTON AVE,39.2942205501576,-76.5863116085529,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-02-21T09:15:00Z
2018-07-04,Wed,N,2018,Q3,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ892000T,20180704,16:30:00,Yes,Y,N,1,Not Applicable,0,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.2955168581089,-76.5849208831787,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-07-04T16:30:00Z
2019-06-15,Sat,Y,2019,Q2,Other,Baltimore City,24,Not Applicable,Other,Dry,No Defects,Not Applicable,Not Applicable,ADK0550014,20190615,21:37:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,ORLEANS ST,25,F,U,NA,N WASHINGTON ST,39.2947313234564,-76.5923832142358,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-06-15T21:37:00Z
2015-02-14,Sat,Y,2015,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Snow,Not Applicable,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ1800008,20150214,19:40:00,No,N,N,2,Not Applicable,0,1415,0,South,S,S PATTERSON PARK AVE,100,F,S,1665,E BALTIMORE ST,39.2901280449964,-76.5845882892609,Point,,NA,NA,NA,NA,N,N,NA,2015-02-14T19:40:00Z
2016-11-14,Mon,N,2016,Q4,Daylight,Baltimore City,24,Non Intersection,Other,Dry,"Holes, Ruts, Etc.",Not Applicable,Not Applicable,ADJ474003F,20161114,08:53:00,No,N,N,1,Parked Vehicle,2,40,6.911,East,E,ORLEANS ST,100,F,W,0,N MONTFORD AVE,39.295913322201,-76.5835717320442,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2016-11-14T08:53:00Z
2019-07-31,Wed,N,2019,Q3,Daylight,Baltimore City,24,Intersection Related,Same Direction Right Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI708002F,20190731,07:12:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,2300 ORLEANS ST,0,F,E,NA,400 N. MONTFORD ST.,39.2955456677964,-76.5836164821396,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2019-07-31T07:12:00Z
2016-01-04,Mon,N,2016,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADE4590012,20160104,12:45:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS ST,700,F,W,NA,400 N BROADWAY,39.2953134358707,-76.5919268131256,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-04T12:45:00Z
2017-09-10,Sun,Y,2017,Q3,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ8480008,20170910,02:20:00,Yes,Y,N,1,Not Applicable,0,1410,1.38,South,S,N PATTERSON PARK AVE,0,F,N,1680,E FAYETTE ST,39.294250648853,-76.5848484635353,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-09-10T02:20:00Z
2018-07-01,Sun,Y,2018,Q3,Not Applicable,Baltimore City,24,Non Intersection,Same Direction Rear End Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ813001P,20180701,20:50:00,No,N,N,2,Not Applicable,0,3005,0.85,West,W,FAIRMOUNT AVE,0,F,E,1087,N WASHINGTON ST,39.292765418486,-76.59074395895,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-07-01T20:50:00Z
2016-06-27,Mon,N,2016,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ548001G,20160627,08:09:00,Yes,Y,N,1,Other Vehicle,1,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.295500252234,-76.5849235653877,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-06-27T08:09:00Z
2015-08-21,Fri,N,2015,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ4460007,20150821,14:53:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,400 N. WASHINGTON,NA,F,N,NA,1900 ORLEANS ST,39.295790854475,-76.5893867611885,Point,,NA,NA,NA,NA,N,N,NA,2015-08-21T14:53:00Z
2016-01-30,Sat,Y,2016,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Rear End,Wet,No Defects,Not Applicable,Not Applicable,ADJ0280016,20160130,21:40:00,No,N,N,1,Not Applicable,0,40,6.6,East,E,ORLEANS ST,5,F,W,1087,N WASHINGTON ST,39.2953507991832,-76.5893197059631,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-01-30T21:40:00Z
2018-06-24,Sun,Y,2018,Q2,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,MDTA1449000H,20180624,23:18:00,No,N,N,1,Not Applicable,0,1025,1.523,South,S,N WOLFE ST,50,F,N,0,LAMLEY ST,39.2929761134606,-76.590564250946,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-06-24T23:18:00Z
2019-08-06,Tue,N,2019,Q3,NA,Baltimore City,24,Non Intersection,Same Direction Rear End,Wet,No Defects,Not Applicable,Not Applicable,ADJ457004Z,20190806,19:45:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,100 N WASHINGTON ST,200,F,N,NA,2000 EFAYETTE ST,39.2939199288519,-76.5892956559573,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2019-08-06T19:45:00Z
2019-08-20,Tue,N,2019,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI5610044,20190820,11:00:00,No,N,N,1,Not Applicable,0,40,5.728,East,E,ORLEANS ST,0,U,E,0,COLVIN ST,39.2909530121532,-76.588297907962,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2019-08-20T11:00:00Z
2017-10-07,Sat,Y,2017,Q4,Dark Lights On,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,Not Applicable,"Two-way, Not Divided",Not Applicable,ADG6250017,20171007,01:25:00,Yes,Y,N,0,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,0,U,W,1087,N WASHINGTON ST,39.2941385570942,-76.5893183648586,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-10-07T01:25:00Z
2019-06-13,Thu,N,2019,Q2,Daylight,Baltimore City,24,Non Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI703004S,20190613,19:11:00,Yes,Y,N,2,Not Applicable,0,40,6.643,East,E,ORLEANS ST,0,F,E,0,N CASTLE ST,39.2953383859306,-76.5884902441306,Point,,Property Damage Crash,Cloudy,NA,NA,N,N,NA,2019-06-13T19:11:00Z
2015-06-01,Mon,N,2015,Q2,Dark Lights On,Baltimore City,24,NA,Other,Wet,No Defects,Other,Not Applicable,ADI467000N,20150601,21:30:00,No,N,N,1,Not Applicable,0,40,6.35,East,E,ORLEANS ST,0,F,E,1445,N BROADWAY,39.2959097665448,-76.5921923518181,Point,,NA,Raining,NA,NA,N,N,NA,2015-06-01T21:30:00Z
2015-04-11,Sat,Y,2015,Q2,Dark Lights On,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ4840009,20150411,01:00:00,Yes,Y,N,1,Not Applicable,0,NA,NA,NA,NA,N ANN ST,100,F,NA,NA,LAMLEY ST,39.293449396412,-76.5918946266174,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-04-11T01:00:00Z
2016-04-08,Fri,N,2016,Q2,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,Not Applicable,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ632000R,20160408,11:00:00,No,N,Y,1,Other Vehicle,1,1025,1.4,South,S,N WOLFE ST,5,F,N,40,ORLEANS ST,39.2952719210556,-76.5907949209213,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-04-08T11:00:00Z
2015-09-14,Mon,N,2015,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH608000X,20150914,15:39:00,Yes,Y,N,2,Parked Vehicle,2,NA,0,NA,NA,EAST BALTIMORE STREET,30,F,E,NA,WOLF STREET,39.2916475828194,-76.5906929969788,Point,,NA,NA,NA,NA,N,N,NA,2015-09-14T15:39:00Z
2017-03-18,Sat,Y,2017,Q1,Daylight,Baltimore City,24,Intersection,Head On,Dry,Not Applicable,"Two-way, Not Divided",Not Applicable,ADJ8110008,20170318,16:30:00,Yes,Y,N,1,Other Vehicle,1,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.295500252234,-76.5849208831787,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-03-18T16:30:00Z
2017-10-11,Wed,N,2017,Q4,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI708001R,20171011,14:45:00,Yes,Y,N,0,Not Applicable,0,NA,0,NA,NA,2200 E. FAYETTE ST.,0,F,W,NA,200 PATTERSON PARK AVE,39.2942880127327,-76.5848457813263,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-10-11T14:45:00Z
2017-07-14,Fri,N,2017,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,Not Applicable,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH161002P,20170714,18:30:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,2100 E. LOMBARD ST.,0,F,E,NA,001 S. CHESTER ST,39.2906075748376,-76.587305366993,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-07-14T18:30:00Z
2016-06-09,Thu,N,2016,Q2,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI5770017,20160609,13:00:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,PATTERSON PARK AVE,15,F,N,NA,ORLEANS ST,39.2959569123569,-76.5849637985229,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-06-09T13:00:00Z
2018-05-09,Wed,N,2018,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,Other,Not Applicable,ADJ838001L,20180509,18:19:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,N WASHINGTON ST,200,F,N,NA,E FAYETTE ST,39.2949212249388,-76.5891017764807,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-05-09T18:19:00Z
2017-02-02,Thu,N,2017,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADF686001H,20170202,02:30:00,No,N,N,1,Not Applicable,0,1410,1.214,South,S,N PATTERSON PARK AVE,100,F,S,0,JEFFERSON ST,39.2969449486104,-76.5850067138672,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-02-02T02:30:00Z
2019-01-10,Thu,N,2019,Q1,Daylight,Baltimore City,24,Not Applicable,Same Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ749002S,20190110,11:00:00,Yes,Y,N,2,Not Applicable,0,NA,0,NA,NA,800 S STREEPER,1,F,N,NA,HUDSON,39.2942199014787,-76.5869519859552,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-01-10T11:00:00Z
2016-03-09,Wed,N,2016,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI575000S,20160309,17:18:00,No,N,N,2,Not Applicable,0,NA,0,East,E,2100 E. LOMBARD ST.,20,F,E,NA,001 S. COLLINGTON AVE.,39.2906459786006,-76.5863732993603,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-03-09T17:18:00Z
2016-01-09,Sat,Y,2016,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADF955002Q,20160109,18:47:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E FAYETTE ST,0,F,E,NA,N CASTLE ST,39.2953424962266,-76.5885257720947,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-09T18:47:00Z
2016-10-18,Tue,N,2016,Q4,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ678002H,20161018,16:05:00,No,N,N,1,Not Applicable,0,1087,0.331,North,N,N WASHINGTON ST,20,F,S,0,JEFFERSON ST,39.2962350584267,-76.5894269943237,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2016-10-18T16:05:00Z
2019-09-09,Mon,N,2019,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ933001K,20190909,14:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS ST,0,F,E,NA,WASHINGTON ST,39.2964392,-76.592394032674,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2019-09-09T14:00:00Z
2017-05-14,Sun,Y,2017,Q2,Daylight,Baltimore City,24,Not Applicable,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI0890006,20170514,09:00:00,No,N,N,2,Bicycle,4,NA,0,NA,NA,E BALTIMORE,6,F,W,NA,S CASTLE,39.2917908162414,-76.5878954529762,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2017-05-14T09:00:00Z
2016-11-27,Sun,Y,2016,Q4,Daylight,Baltimore City,24,Not Applicable,Same Direction Right Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ632001K,20161127,10:34:00,No,N,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,5,F,W,1087,N WASHINGTON ST,39.2941401139254,-76.5892895311117,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2016-11-27T10:34:00Z
2017-12-18,Mon,N,2017,Q4,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI3610018,20171218,12:02:00,Yes,Y,N,1,Other Vehicle,1,1410,1.29,South,S,N PATTERSON PARK AVE,0,F,S,40,ORLEANS ST,39.2955282746455,-76.5849423408508,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-12-18T12:02:00Z
2016-09-01,Thu,N,2016,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ650001L,20160901,14:25:00,Yes,Y,N,1,Not Applicable,0,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.295576016506,-76.5849477052689,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-09-01T14:25:00Z
2019-01-14,Mon,N,2019,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Not Applicable,Not Applicable,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ749002T,20190114,08:15:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,2400 BOSTON ST,20,F,E,NA,1200 LAKEWOOD,39.2941276653227,-76.589310329677,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-01-14T08:15:00Z
2019-06-19,Wed,N,2019,Q2,Daylight,Baltimore City,24,Not Applicable,Head On,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ833003P,20190619,15:10:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,S. WASHINGTON ST.,0,F,N,NA,E. BALTIMORE ST.,39.2916672455877,-76.5902754257603,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2019-06-19T15:10:00Z
2019-04-08,Mon,N,2019,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Left Turn,Dry,No Defects,"Two-way, Not Divided",Building,ADK040000N,20190408,09:25:00,No,N,N,1,Fixed Object,9,NA,0,NA,NA,ORLEANS,0,F,E,NA,CHESTER,39.295576,-76.587448,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2019-04-08T09:25:00Z
2016-11-11,Fri,N,2016,Q4,Dark Lights On,Baltimore City,24,Not Applicable,Single Vehicle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADF686001G,20161111,22:20:00,No,N,N,3,Not Applicable,0,1410,1.29,South,S,N PATTERSON PARK AVE,10,F,N,40,ORLEANS ST,39.2955479941136,-76.5849396586418,Point,,Injury Crash,Cloudy,NA,NA,N,N,NA,2016-11-11T22:20:00Z
2017-12-15,Fri,N,2017,Q4,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,NA,No Defects,One-way Trafficway,Not Applicable,ADG914003K,20171215,21:13:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,0000 S WASHINGTON ST,10,F,N,NA,1900 E BALTIMORE ST,39.2915645488174,-76.5892124176025,Point,,Property Damage Crash,Wintry Mix,NA,NA,N,N,NA,2017-12-15T21:13:00Z
2016-03-03,Thu,N,2016,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ133000P,20160303,14:35:00,Yes,Y,N,1,Not Applicable,0,1415,0,South,S,S PATTERSON PARK AVE,5,F,S,1665,E BALTIMORE ST,39.2918499777868,-76.5846768021584,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-03-03T14:35:00Z
2017-04-20,Thu,N,2017,Q2,Unknown,Baltimore City,24,Intersection,Same Movement Angle,Dry,Unknown,Unknown,Not Applicable,ADI804003N,20170420,18:00:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2100E BALTIMORE ST,0,F,N,NA,UNIT BLK S DUNCAN ST,39.2918043092299,-76.5868078172207,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-04-20T18:00:00Z
2015-08-16,Sun,Y,2015,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,Other,Not Applicable,ADJ524000C,20150816,13:42:00,Yes,Y,N,1,Not Applicable,0,40,6.7,East,E,ORLEANS ST,0,F,E,0,N CHESTER ST,39.2953892003448,-76.5885244309902,Point,,NA,NA,NA,NA,N,N,NA,2015-08-16T13:42:00Z
2015-12-18,Fri,N,2015,Q4,Daylight,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,One-way Trafficway,Not Applicable,MTA03350005,20151218,14:08:00,Yes,Y,N,1,Other Vehicle,1,4021,1.33,East,E,E BIDDLE ST,12,F,E,1025,N WOLFE ST,39.2941219508925,-76.5893626213074,Point,,NA,NA,NA,NA,N,N,NA,2015-12-18T14:08:00Z
2018-07-20,Fri,N,2018,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ838001T,20180720,22:00:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,E BALTIMORE ST,0,F,S,NA,N COLLINGTON AVE,39.2918567242756,-76.5858247876167,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-07-20T22:00:00Z
2019-02-26,Tue,N,2019,Q1,Dark No Lights,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK055000R,20190226,19:49:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,ORLEANS ST,25,F,W,NA,N CAROLINE ST,39.2953498875823,-76.5920638809848,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2019-02-26T19:49:00Z
2019-08-26,Mon,N,2019,Q3,Daylight,Baltimore City,24,Not Applicable,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ473005J,20190826,17:48:00,No,N,N,1,Parked Vehicle,2,NA,0,NA,NA,UNIT N PATTERSON PARK AVE,0,U,U,NA,2300 E BALTMORE ST,39.2922935409205,-76.5846865238897,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2019-08-26T17:48:00Z
2016-08-22,Mon,N,2016,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Both Left Turn,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ272001P,20160822,17:40:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,ORLEANS,0,F,S,NA,WOLFE,39.2952677695727,-76.5906608104706,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-08-22T17:40:00Z
2017-06-17,Sat,Y,2017,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,Not Applicable,Not Applicable,ADI8650020,20170617,15:20:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,2400 0RLEANS,25,F,W,NA,400 N. MONTFORD,39.295589508765,-76.5836454927921,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-06-17T15:20:00Z
2016-07-08,Fri,N,2016,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ629001S,20160708,15:45:00,Yes,Y,N,1,Not Applicable,0,1680,0.938,West,W,E FAYETTE ST,0,F,W,0,N DUNCAN ST,39.2942049818618,-76.5870277583599,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2016-07-08T15:45:00Z
2015-06-05,Fri,N,2015,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADF5490007,20150605,07:20:00,Yes,Y,N,1,Not Applicable,0,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.2953840109999,-76.5848779678345,Point,,NA,Raining,NA,NA,N,N,NA,2015-06-05T07:20:00Z
2016-07-16,Sat,Y,2016,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADD905003B,20160716,08:50:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,400 N. MONTFORD AVENUE,150,F,N,NA,ORLEANS STREET,39.296110515547,-76.5835475921631,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-07-16T08:50:00Z
2017-01-04,Wed,N,2017,Q1,Daylight,Baltimore City,24,Intersection Related,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH608002F,20170104,16:20:00,Yes,Y,N,1,Other Vehicle,1,1680,0.968,West,W,E FAYETTE ST,5,F,E,0,N CHESTER ST,39.2941634663895,-76.5876245498657,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-01-04T16:20:00Z
